id,created_at,name,ceceq_code,status,location,storage,description,quantity,image,user,files,updated_at,created_user
161,"2023-08-29 07:40:53.403514","FIXING KIT DEPHT MEMBER 27230252",-,Free,"Pułaskiego 80",D4_1U,"FIXING KIT DEPHT MEMBER 27230252",1,,admin,,"2023-08-29 06:26:11.137667",
162,"2023-08-29 07:40:53.403514","FIXING KIT JUNCTION BOX 21101543",-,Free,"Pułaskiego 80",D4_1U,"FIXING KIT JUNCTION BOX 21101543",2,,admin,,"2023-08-29 06:28:57.774493",
163,"2023-08-29 07:40:53.403514","HORIZONTAL RAIL REAR 34560842",-,Free,"Pułaskiego 80",D5_1U,"HORIZONTAL RAIL REAR 34560842",3,,admin,,"2023-08-29 07:37:04.084057",
164,"2023-08-29 07:40:53.403514","HORIZONTAL RAIL REAR 34560542",-,Free,"Pułaskiego 80",D5_1U,"HORIZONTAL RAIL REAR 34560542",11,,admin,,"2023-08-29 08:09:57.737799",
165,"2023-08-29 07:40:53.403514","HORIZONTAL RAIL FRONT 34560242",-,Free,"Pułaskiego 80",D5_1U,"HORIZONTAL RAIL FRONT 34560242",6,,admin,,"2023-08-29 08:11:02.604687",
166,"2023-08-29 07:40:53.403514","HORIZONTAL RAIL FRONT SILVER 34560184",-,Free,"Pułaskiego 80",D5_3U,"HORIZONTAL RAIL FRONT SILVER 34560184",6,,admin,,"2023-08-29 08:15:07.150669",
167,"2023-08-29 07:40:53.403514","HORIZONTAL RAIL REAR 34560484",-,Free,"Pułaskiego 80",D5_1U,"HORIZONTAL RAIL REAR 34560484",8,,admin,,"2023-08-29 08:17:58.512076",
168,"2023-08-29 07:40:53.403514","KIT RATIOPAC RRO 24571388",-,Free,"Pułaskiego 80",D4_2U,"KIT RATIOPAC RRO 24571388",21,,admin,,"2023-08-29 08:49:32.954536",
169,"2023-08-29 07:40:53.403514","SCREW TORX PAN.M4X14MM PACK 24560130",-,Free,"Pułaskiego 80",D4_2U,"SCREW TORX PAN.M4X14MM 24560130",1,,admin,,"2023-08-29 08:28:34.381176",
170,"2023-08-29 07:40:53.403514","ASSEM.PARTS HANDLE PACK 21101156",-,Free,"Pułaskiego 80",D4_2U,"ASSEM.PARTS HANDLE PACK 21101156",1,,admin,,"2023-08-29 08:35:20.601326",
171,"2023-08-29 07:40:53.403514","LIKOSHAR M4X6 PENTROX 32 24560177 PACK",-,Free,"Pułaskiego 80",D4_2U,"LIKOSHAR M4X6 PENTROX 32 24560177",2,,admin,,"2023-08-29 08:42:09.263319",
172,"2023-08-29 07:40:53.403514","NTS RATIOPAC PRO 24571388",-,Free,"Pułaskiego 80",D4_2U,"NTS RATIOPAC PRO 24571388",2,,admin,,"2023-08-29 08:49:42.317376",
173,"2023-08-29 07:40:53.403514","19"BRACKET 6U W.HDL. 34564488",-,Free,"Pułaskiego 80",A5_7U,"19"BRACKET 6U W.HDL. 34564488",27,,admin,,"2023-08-29 09:00:39.906420",
174,"2023-08-29 07:40:53.403514","GUIDE RAIL EXTR. 220D 2.0NB 34562882",-,Free,"Pułaskiego 80",D5_1U,"GUIDE RAIL EXTR. 220D 2.0NB 34562882",22,,admin,,"2023-08-29 09:08:53.265121",
175,"2023-08-29 07:40:53.403514","19" BRACKET POWDERED 3U 34571267",-,Free,"Pułaskiego 80",B5_3U,"19" BRACKET POWDERED 3U 34571267",2,,admin,,"2023-08-29 09:16:42.181748",
176,"2023-08-29 07:40:53.403514","REAR ANGLE 6U 24564499",-,Free,"Pułaskiego 80",D5_4U,"REAR ANGLE 6U 24564499",8,,admin,,"2023-08-29 11:47:07.145807",
177,"2023-08-29 07:40:53.403514","19" WINKEL 6HE O.GRIFF RA 31792737",-,Free,"Pułaskiego 80",D5_4U,"19" WINKEL 6HE O.GRIFF RA 31792737",4,,admin,,"2023-08-29 11:44:36.438535",
178,"2023-08-29 07:40:53.403514","19" WINKEL 4HE O.GRIFF 24560297",-,Free,"Pułaskiego 80",D5_4U,"19" WINKEL 4HE O.GRIFF 24560297",18,,admin,,"2023-08-29 11:49:30.197022",
179,"2023-08-29 07:40:53.403514","ECKPROFIL 3HE 24561198",-,Free,"Pułaskiego 80",D5_4U,"ECKPROFIL 3HE 24561198",16,,admin,,"2023-08-29 11:50:26.920181",
180,"2023-08-29 07:40:53.403514","ECKPROFIL 3HE RAL7021 24593702",-,Free,"Pułaskiego 80",D5_4U,"ECKPROFIL 3HE RAL7021 24593702",2,,admin,,"2023-08-29 11:53:40.259282",
181,"2023-08-29 07:40:53.403514","VECTOR CAPS",-,Free,"Pułaskiego 80",D5_5U,"VECTOR CAPS",297,,admin,,"2023-08-30 11:47:00.039241",
182,"2023-08-31 05:41:01.871645","ABDECKBLECH SECOND TYPE",-,Free,"Pułaskiego 80",B1,"ABDECKBLECH SECOND TYPE",7,,admin,,"2023-08-31 07:25:30.381878",admin
183,"2023-08-31 07:22:31.546587","SUPPORT 19" 24U LONGEST",-,Free,"Pułaskiego 80",A3,"SUPPORT 19" 24U LONGEST",4,,admin,,"2023-08-31 07:31:37.724967",admin
184,"2023-08-31 07:22:31.546587","PASSE - CABLE P.TOLE DE FOND 27230079",-,Free,"Pułaskiego 80",A2,"PASSE - CABLE P.TOLE DE FOND 27230079",1,,admin,,"2023-08-31 07:31:58.416628",admin
